Symbol,CompanyName,Sector,Industry
HPK,Highpeak Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
HPMCF,AFRICA ENERGY CORP,Energy,"Oil, Gas & Consumable Fuels"
HPST,Hempstract Inc,Energy,"Oil, Gas & Consumable Fuels"
HRST,Harvest Oil & Gas Corp,Energy,"Oil, Gas & Consumable Fuels"
HUSA,Houston American Energy Corporation,Energy,"Oil, Gas & Consumable Fuels"
IAHL,IAHL CORP,Energy,"Oil, Gas & Consumable Fuels"
ICD,Independence Contract Drilling Inc,Energy,Energy Equipment & Services
IGPG,"Ignis Petroleum Group, Inc.",Energy,"Oil, Gas & Consumable Fuels"
IMO,Imperial Oil Ltd (USA),Energy,"Oil, Gas & Consumable Fuels"
IMPP,Imperial Petroleum Inc,Energy,"Oil, Gas & Consumable Fuels"
INDO,Indonesia Energy Corp Ltd,Energy,"Oil, Gas & Consumable Fuels"
INSW,International Seaways Inc,Energy,"Oil, Gas & Consumable Fuels"
INUMF,INFINITUM COPPER CORP,Energy,"Oil, Gas & Consumable Fuels"
IONAF,IONA ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
IPCFF,INTERNATIONAL PETROLEUM,Energy,"Oil, Gas & Consumable Fuels"
IPOOF,INPLAY OIL CORP,Energy,"Oil, Gas & Consumable Fuels"
IPXHY,INPEX CORP,Energy,"Oil, Gas & Consumable Fuels"
ISENF,ISOENERGY LTD,Energy,"Oil, Gas & Consumable Fuels"
ISRJF,REGEN III CORP,Energy,"Oil, Gas & Consumable Fuels"
ITEEF,I3 ENERGY PLC,Energy,"Oil, Gas & Consumable Fuels"
IXOG,Index Oil and Gas Inc,Energy,"Oil, Gas & Consumable Fuels"
JECFF,JURA ENERGY CORP,Energy,"Oil, Gas & Consumable Fuels"
JMBRF,JAMES BAY RESOURCES LTD,Energy,"Oil, Gas & Consumable Fuels"
JRNGF,JOURNEY ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
JROOF,JERICHO ENERGY VENTURES INC,Energy,"Oil, Gas & Consumable Fuels"
